module	entry	function	oracle_status	coverage_status	instruction_count	executed_instruction_count	conditional_branch_count	branch_edge_count	covered_branch_edge_count	missing_branch_edges
croolis	0x000cd9	xdb_croolis_slot1_motion_update	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	10	0	1	2	0	0x0cec->0x0cee,0x0cec->0x0cf8
croolis	0x000cf9	xdb_croolis_slot1_return_update	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	4	0	1	2	0	0x0cfc->0x0cfe,0x0cfc->0x0d03
croolis	0x000d04	xdb_croolis_slot1_motion_continuation	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	62	0	6	12	0	0x0d0c->0x0d0e,0x0d0c->0x0d87,0x0d24->0x0d26,0x0d24->0x0d48,0x0d2d->0x0d2f,0x0d2d->0x0d48,0x0d3d->0x0d3f,0x0d3d->0x0d48,0x0d46->0x0d48,0x0d46->0x0d5d,0x0d6f->0x0d71,0x0d6f->0x0d73
scrut	0x000b78	xdb_scrut_slot1_wave_update	natural_candidate_oracle_verified_codegen_mismatch	complete	36	36	3	6	6	-
scrut	0x000c18	xdb_scrut_slot1_finish_update	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	7	0	0	0	0	-
scrut	0x000c32	xdb_scrut_slot1_state_update	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	27	0	6	12	0	0x0c39->0x0c3d,0x0c39->0x0cf2,0x0c43->0x0c47,0x0c43->0x0cf2,0x0c4a->0x0c4e,0x0c4a->0x0cf2,0x0c54->0x0c58,0x0c54->0x0cf2,0x0c5b->0x0c5f,0x0c5b->0x0cf2,0x0c6a->0x0c6c,0x0c6a->0x0ca3
scrut	0x000ca3	xdb_scrut_slot1_camera_update	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	12	0	0	0	0	-
scrut	0x000cc7	xdb_scrut_slot1_motion_update	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	10	0	1	2	0	0x0cda->0x0cdc,0x0cda->0x0ce6
scrut	0x000ce7	xdb_scrut_slot1_return_update	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	4	0	1	2	0	0x0cea->0x0cec,0x0cea->0x0cf1
scrut	0x000cf2	xdb_scrut_slot1_motion_continuation	natural_candidate_compiled_raw_control_flow_reviewed	no_direct_original_execution	62	0	6	12	0	0x0cfa->0x0cfc,0x0cfa->0x0d75,0x0d12->0x0d14,0x0d12->0x0d36,0x0d1b->0x0d1d,0x0d1b->0x0d36,0x0d2b->0x0d2d,0x0d2b->0x0d36,0x0d34->0x0d36,0x0d34->0x0d4b,0x0d5d->0x0d5f,0x0d5d->0x0d61
